timeRangeStartMillis,markerDurationMillis,heatMarkerIntensityScoreNormalized
0.0,5300.0,0.29608588886948745
5300.0,5300.0,0.07196091792702423
10600.0,5300.0,0.07305509363019662
15900.0,5300.0,0.0674636964565563
21200.0,5300.0,0.06825916763721951
26500.0,5300.0,0.07986955201397417
31800.0,5300.0,0.10952468800484765
37100.0,5300.0,0.16682397377317046
42400.0,5300.0,0.19679915175361704
47700.0,5300.0,0.1743941107630117
53000.0,5300.0,0.17380042476571747
58300.0,5300.0,0.18882852692042232
63600.0,5300.0,0.25467999358955234
68900.0,5300.0,0.39971071719019907
74200.0,5300.0,0.5632106798946686
79500.0,5300.0,0.6614320448862644
84800.0,5300.0,0.718665216532906
90100.0,5300.0,0.7135321345406563
95400.0,5300.0,0.5494648674351311
100700.0,5300.0,0.4944442670214264
106000.0,5300.0,0.5063698294060501
111300.0,5300.0,0.5116336984618979
116600.0,5300.0,0.5999456314933969
121900.0,5300.0,0.49376963476071145
127200.0,5300.0,0.2281720539250636
132500.0,5300.0,0.19072403860524265
137800.0,5300.0,0.1648088041351531
143100.0,5300.0,0.13951453799594887
148400.0,5300.0,0.1287486449282247
153700.0,5300.0,0.10184085794472213
159000.0,5300.0,0.06761790269132215
164300.0,5300.0,0.06025771757018013
169600.0,5300.0,0.08166826445796793
174900.0,5300.0,0.10392886720998677
180200.0,5300.0,0.12220358707841826
185500.0,5300.0,0.13132427336341804
190800.0,5300.0,0.20097899341379846
196100.0,5300.0,0.324180607487095
201400.0,5300.0,0.45226157584860543
206700.0,5300.0,0.444918084393065
212000.0,5300.0,0.4069676978271183
217300.0,5300.0,0.338959025247658
222600.0,5300.0,0.31647854249967566
227900.0,5300.0,0.3641656596506466
233200.0,5300.0,0.4185092258373627
238500.0,5300.0,0.44194497057236026
243800.0,5300.0,0.4463065810302972
249100.0,5300.0,0.4464642701161598
254400.0,5300.0,0.43040820646189176
259700.0,5300.0,0.5004921779017522
265000.0,5300.0,0.5346331660560651
270300.0,5300.0,0.47566473390782427
275600.0,5300.0,0.36946563826614104
280900.0,5300.0,0.30248228502334296
286200.0,5300.0,0.24524366891981444
291500.0,5300.0,0.2294964180627904
296800.0,5300.0,0.25313224658837974
302100.0,5300.0,0.2581940702478456
307400.0,5300.0,0.2486253572036605
312700.0,5300.0,0.2562786222429543
318000.0,5300.0,0.28297859911101825
323300.0,5300.0,0.35003453176805066
328600.0,5300.0,0.5230425178355254
333900.0,5300.0,0.845206404414718
339200.0,5300.0,1.0
344500.0,5300.0,0.8518182969760876
349800.0,5300.0,0.8285691049550072
355100.0,5300.0,0.8400553076754161
360400.0,5300.0,0.7947374900567353
365700.0,5300.0,0.6340708467358465
371000.0,5300.0,0.5523630799408704
376300.0,5300.0,0.5111676369392748
381600.0,5300.0,0.4543481239177203
386900.0,5300.0,0.36470866415956765
392200.0,5300.0,0.3155734415750077
397500.0,5300.0,0.30397126391635454
402800.0,5300.0,0.3068270416845934
408100.0,5300.0,0.3017153371921789
413400.0,5300.0,0.2652459229649984
418700.0,5300.0,0.24367534507423122
424000.0,5300.0,0.21494098283796098
429300.0,5300.0,0.22151380341461324
434600.0,5300.0,0.2507637477115141
439900.0,5300.0,0.24273453491762892
445200.0,5300.0,0.233865554681718
450500.0,5300.0,0.22522976533820352
455800.0,5300.0,0.23189558204241575
461100.0,5300.0,0.27465394446547886
466400.0,5300.0,0.30768014003943767
471700.0,5300.0,0.2810665939244525
477000.0,5300.0,0.18032034203519343
482300.0,5300.0,0.16124496674222485
487600.0,5300.0,0.1885197741723352
492900.0,5300.0,0.17589045568592906
498200.0,5300.0,0.14609646602805523
503500.0,5300.0,0.11817190670454741
508800.0,5300.0,0.08316987369030161
514100.0,5300.0,0.04380663054583112
519400.0,5300.0,0.0
524700.0,5300.0,0.14981006601814312
