timeRangeStartMillis,markerDurationMillis,heatMarkerIntensityScoreNormalized
0.0,5170.0,0.3758247411316386
5170.0,5170.0,0.16347785589024566
10340.0,5170.0,0.19873688304986853
15510.0,5170.0,0.3041858224961288
20680.0,5170.0,0.39023570565120796
25850.0,5170.0,0.3258244246266223
31020.0,5170.0,0.23846063638026527
36190.0,5170.0,0.18738747700973046
41360.0,5170.0,0.1769953076494242
46530.0,5170.0,0.15115410552844769
51700.0,5170.0,0.12890680422483994
56870.0,5170.0,0.09242966931119341
62040.0,5170.0,0.07320741927048431
67210.0,5170.0,0.06949429701616533
72380.0,5170.0,0.06323308428026542
77550.0,5170.0,0.0837490281113207
82720.0,5170.0,0.10813754041987338
87890.0,5170.0,0.1838266864369524
93060.0,5170.0,0.2793123208199619
98230.0,5170.0,0.36309283572341916
103400.0,5170.0,0.3028058879100759
108570.0,5170.0,0.2141438015439333
113740.0,5170.0,0.14144023915992146
118910.0,5170.0,0.1142106714140964
124080.0,5170.0,0.0880101269599846
129250.0,5170.0,0.09180372607167507
134420.0,5170.0,0.10852592754523512
139590.0,5170.0,0.10981546720724268
144760.0,5170.0,0.18770834761243896
149930.0,5170.0,0.1625386272544434
155100.0,5170.0,0.19403757482069445
160270.0,5170.0,0.2341006706413876
165440.0,5170.0,0.19576443710346833
170610.0,5170.0,0.11154171557942465
175780.0,5170.0,0.392009989116593
180950.0,5170.0,0.2313221658722027
186120.0,5170.0,0.29335024597896747
191290.0,5170.0,0.14479406000847797
196460.0,5170.0,0.15685204165380637
201630.0,5170.0,0.22519902162842487
206800.0,5170.0,0.3540015565498421
211970.0,5170.0,0.3832957056162833
217140.0,5170.0,0.24111791427123302
222310.0,5170.0,0.12423780953644893
227480.0,5170.0,0.09821303450603171
232650.0,5170.0,0.08999208955738629
237820.0,5170.0,0.0882217487622471
242990.0,5170.0,0.12499144617908596
248160.0,5170.0,0.15221482024916147
253330.0,5170.0,0.26551859565196323
258500.0,5170.0,0.1270629578681619
263670.0,5170.0,0.1600802427527991
268840.0,5170.0,0.3056765338378787
274010.0,5170.0,0.7102636683236978
279180.0,5170.0,1.0
284350.0,5170.0,0.8350998496928592
289520.0,5170.0,0.3410940454274193
294690.0,5170.0,0.21440379950083885
299860.0,5170.0,0.20282811965897785
305030.0,5170.0,0.20709357045161556
310200.0,5170.0,0.27161510981850945
315370.0,5170.0,0.3849875340679451
320540.0,5170.0,0.45359829096022386
325710.0,5170.0,0.3951929381837327
330880.0,5170.0,0.31508865632924904
336050.0,5170.0,0.15760818850864147
341220.0,5170.0,0.11143683236541006
346390.0,5170.0,0.09079271082399135
351560.0,5170.0,0.08427060655021319
356730.0,5170.0,0.09085665302275388
361900.0,5170.0,0.09527700027896098
367070.0,5170.0,0.15407913029223672
372240.0,5170.0,0.24506167591370634
377410.0,5170.0,0.17324009841341492
382580.0,5170.0,0.17402481257446054
387750.0,5170.0,0.17356495261374208
392920.0,5170.0,0.28237928171260207
398090.0,5170.0,0.24707522080044775
403260.0,5170.0,0.16596453484894852
408430.0,5170.0,0.20465492658611578
413600.0,5170.0,0.21941115442257916
418770.0,5170.0,0.22337808095805414
423940.0,5170.0,0.17623274883951798
429110.0,5170.0,0.11007209547712149
434280.0,5170.0,0.0913402645021507
439450.0,5170.0,0.22745169151194664
444620.0,5170.0,0.4048974731112618
449790.0,5170.0,0.5340885725099895
454960.0,5170.0,0.4912047621563028
460130.0,5170.0,0.20929434442643396
465300.0,5170.0,0.15985695664929017
470470.0,5170.0,0.15562561200064784
475640.0,5170.0,0.193669173895714
480810.0,5170.0,0.20358322968703546
485980.0,5170.0,0.15653433610126066
491150.0,5170.0,0.09197779018816987
496320.0,5170.0,0.0339709540618071
501490.0,5170.0,0.007520650315217169
506660.0,5170.0,0.0
511830.0,5170.0,0.12861834810138464
