frame_num,heat
0,0.3758247411316386
1,0.3758247411316386
2,0.3758247411316386
3,0.3758247411316386
4,0.3758247411316386
5,0.3758247411316386
6,0.3758247411316386
7,0.3758247411316386
8,0.3758247411316386
9,0.3758247411316386
10,0.3758247411316386
11,0.3758247411316386
12,0.3758247411316386
13,0.3758247411316386
14,0.3758247411316386
15,0.3758247411316386
16,0.3758247411316386
17,0.3758247411316386
18,0.3758247411316386
19,0.3758247411316386
20,0.3758247411316386
21,0.3758247411316386
22,0.3758247411316386
23,0.3758247411316386
24,0.3758247411316386
25,0.3758247411316386
26,0.3758247411316386
27,0.3758247411316386
28,0.3758247411316386
29,0.3758247411316386
30,0.3758247411316386
31,0.3758247411316386
32,0.3758247411316386
33,0.3758247411316386
34,0.3758247411316386
35,0.3758247411316386
36,0.3758247411316386
37,0.3758247411316386
38,0.3758247411316386
39,0.3758247411316386
40,0.3758247411316386
41,0.3758247411316386
42,0.3758247411316386
43,0.3758247411316386
44,0.3758247411316386
45,0.3758247411316386
46,0.3758247411316386
47,0.3758247411316386
48,0.3758247411316386
49,0.3758247411316386
50,0.3758247411316386
51,0.3758247411316386
52,0.3758247411316386
53,0.3758247411316386
54,0.3758247411316386
55,0.3758247411316386
56,0.3758247411316386
57,0.3758247411316386
58,0.3758247411316386
59,0.3758247411316386
60,0.3758247411316386
61,0.3758247411316386
62,0.3758247411316386
63,0.3758247411316386
64,0.3758247411316386
65,0.3758247411316386
66,0.3758247411316386
67,0.3758247411316386
68,0.3758247411316386
69,0.3758247411316386
70,0.3758247411316386
71,0.3758247411316386
72,0.3758247411316386
73,0.3758247411316386
74,0.3758247411316386
75,0.3758247411316386
76,0.3758247411316386
77,0.3758247411316386
78,0.3758247411316386
79,0.3758247411316386
80,0.3758247411316386
81,0.3758247411316386
82,0.3758247411316386
83,0.3758247411316386
84,0.3758247411316386
85,0.3758247411316386
86,0.3758247411316386
87,0.3758247411316386
88,0.3758247411316386
89,0.3758247411316386
90,0.3758247411316386
91,0.3758247411316386
92,0.3758247411316386
93,0.3758247411316386
94,0.3758247411316386
95,0.3758247411316386
96,0.3758247411316386
97,0.3758247411316386
98,0.3758247411316386
99,0.3758247411316386
100,0.3758247411316386
101,0.3758247411316386
102,0.3758247411316386
103,0.3758247411316386
104,0.3758247411316386
105,0.3758247411316386
106,0.3758247411316386
107,0.3758247411316386
108,0.3758247411316386
109,0.3758247411316386
110,0.3758247411316386
111,0.3758247411316386
112,0.3758247411316386
113,0.3758247411316386
114,0.3758247411316386
115,0.3758247411316386
116,0.3758247411316386
117,0.3758247411316386
118,0.3758247411316386
119,0.3758247411316386
120,0.3758247411316386
121,0.3758247411316386
122,0.3758247411316386
123,0.3758247411316386
124,0.3758247411316386
125,0.3758247411316386
126,0.3758247411316386
127,0.3758247411316386
128,0.3758247411316386
129,0.3758247411316386
130,0.1634778558902456
131,0.1634778558902456
132,0.1634778558902456
133,0.1634778558902456
134,0.1634778558902456
135,0.1634778558902456
136,0.1634778558902456
137,0.1634778558902456
138,0.1634778558902456
139,0.1634778558902456
140,0.1634778558902456
141,0.1634778558902456
142,0.1634778558902456
143,0.1634778558902456
144,0.1634778558902456
145,0.1634778558902456
146,0.1634778558902456
147,0.1634778558902456
148,0.1634778558902456
149,0.1634778558902456
150,0.1634778558902456
151,0.1634778558902456
152,0.1634778558902456
153,0.1634778558902456
154,0.1634778558902456
155,0.1634778558902456
156,0.1634778558902456
157,0.1634778558902456
158,0.1634778558902456
159,0.1634778558902456
160,0.1634778558902456
161,0.1634778558902456
162,0.1634778558902456
163,0.1634778558902456
164,0.1634778558902456
165,0.1634778558902456
166,0.1634778558902456
167,0.1634778558902456
168,0.1634778558902456
169,0.1634778558902456
170,0.1634778558902456
171,0.1634778558902456
172,0.1634778558902456
173,0.1634778558902456
174,0.1634778558902456
175,0.1634778558902456
176,0.1634778558902456
177,0.1634778558902456
178,0.1634778558902456
179,0.1634778558902456
180,0.1634778558902456
181,0.1634778558902456
182,0.1634778558902456
183,0.1634778558902456
184,0.1634778558902456
185,0.1634778558902456
186,0.1634778558902456
187,0.1634778558902456
188,0.1634778558902456
189,0.1634778558902456
190,0.1634778558902456
191,0.1634778558902456
192,0.1634778558902456
193,0.1634778558902456
194,0.1634778558902456
195,0.1634778558902456
196,0.1634778558902456
197,0.1634778558902456
198,0.1634778558902456
199,0.1634778558902456
200,0.1634778558902456
201,0.1634778558902456
202,0.1634778558902456
203,0.1634778558902456
204,0.1634778558902456
205,0.1634778558902456
206,0.1634778558902456
207,0.1634778558902456
208,0.1634778558902456
209,0.1634778558902456
210,0.1634778558902456
211,0.1634778558902456
212,0.1634778558902456
213,0.1634778558902456
214,0.1634778558902456
215,0.1634778558902456
216,0.1634778558902456
217,0.1634778558902456
218,0.1634778558902456
219,0.1634778558902456
220,0.1634778558902456
221,0.1634778558902456
222,0.1634778558902456
223,0.1634778558902456
224,0.1634778558902456
225,0.1634778558902456
226,0.1634778558902456
227,0.1634778558902456
228,0.1634778558902456
229,0.1634778558902456
230,0.1634778558902456
231,0.1634778558902456
232,0.1634778558902456
233,0.1634778558902456
234,0.1634778558902456
235,0.1634778558902456
236,0.1634778558902456
237,0.1634778558902456
238,0.1634778558902456
239,0.1634778558902456
240,0.1634778558902456
241,0.1634778558902456
242,0.1634778558902456
243,0.1634778558902456
244,0.1634778558902456
245,0.1634778558902456
246,0.1634778558902456
247,0.1634778558902456
248,0.1634778558902456
249,0.1634778558902456
250,0.1634778558902456
251,0.1634778558902456
252,0.1634778558902456
253,0.1634778558902456
254,0.1634778558902456
255,0.1634778558902456
256,0.1634778558902456
257,0.1634778558902456
258,0.1634778558902456
259,0.1987368830498685
260,0.1987368830498685
261,0.1987368830498685
262,0.1987368830498685
263,0.1987368830498685
264,0.1987368830498685
265,0.1987368830498685
266,0.1987368830498685
267,0.1987368830498685
268,0.1987368830498685
269,0.1987368830498685
270,0.1987368830498685
271,0.1987368830498685
272,0.1987368830498685
273,0.1987368830498685
274,0.1987368830498685
275,0.1987368830498685
276,0.1987368830498685
277,0.1987368830498685
278,0.1987368830498685
279,0.1987368830498685
280,0.1987368830498685
281,0.1987368830498685
282,0.1987368830498685
283,0.1987368830498685
284,0.1987368830498685
285,0.1987368830498685
286,0.1987368830498685
287,0.1987368830498685
288,0.1987368830498685
289,0.1987368830498685
290,0.1987368830498685
291,0.1987368830498685
292,0.1987368830498685
293,0.1987368830498685
294,0.1987368830498685
295,0.1987368830498685
296,0.1987368830498685
297,0.1987368830498685
298,0.1987368830498685
299,0.1987368830498685
300,0.1987368830498685
301,0.1987368830498685
302,0.1987368830498685
303,0.1987368830498685
304,0.1987368830498685
305,0.1987368830498685
306,0.1987368830498685
307,0.1987368830498685
308,0.1987368830498685
309,0.1987368830498685
310,0.1987368830498685
311,0.1987368830498685
312,0.1987368830498685
313,0.1987368830498685
314,0.1987368830498685
315,0.1987368830498685
316,0.1987368830498685
317,0.1987368830498685
318,0.1987368830498685
319,0.1987368830498685
320,0.1987368830498685
321,0.1987368830498685
322,0.1987368830498685
323,0.1987368830498685
324,0.1987368830498685
325,0.1987368830498685
326,0.1987368830498685
327,0.1987368830498685
328,0.1987368830498685
329,0.1987368830498685
330,0.1987368830498685
331,0.1987368830498685
332,0.1987368830498685
333,0.1987368830498685
334,0.1987368830498685
335,0.1987368830498685
336,0.1987368830498685
337,0.1987368830498685
338,0.1987368830498685
339,0.1987368830498685
340,0.1987368830498685
341,0.1987368830498685
342,0.1987368830498685
343,0.1987368830498685
344,0.1987368830498685
345,0.1987368830498685
346,0.1987368830498685
347,0.1987368830498685
348,0.1987368830498685
349,0.1987368830498685
350,0.1987368830498685
351,0.1987368830498685
